,artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
470,Jamal,hip hop,track,Keep It Real,2001,2Ct79rXsXU9L5Bu28FV5Dl,"1. Jamal Phillips, also known as Mally G or just Jamal, is a rapper and music producer. He started his career in 1994 as one-half of Dallas Austin-formed rap duo, Illegal, before releasing his solo debut album Last Chance, No Breaks a year later in 1995. He is considered an honorary member of the Def Squad. 2. 'Jamal' is a polish reggae and hip-hop formation started in 1999 in the Polish town of Radom. It consists of 'Tomek ""Miodu"" Mioduszewski' and 'Łukasz Borowiecki'. <a href=""https://www.last.fm/music/Jamal"">Read more on Last.fm</a>",294279.0,8685066.0,GrubSon,Vavamuffin,Sidney Polak
471,보너스맨,hip hop,track,Hip Hop Mania,2001,0QFqBXWwEfriIAgemxwjcN," <a href=""https://www.last.fm/music/%EB%B3%B4%EB%84%88%EC%8A%A4%EB%A7%A8"">Read more on Last.fm</a>",1.0,1.0,,,
472,fruitCake-superBeing,hip hop,track,Hip Hop Hemp,2001,6Ucmmw5NBlXEC6wJhvpZ2I," <a href=""https://www.last.fm/music/Fruitcake-SuperBeing"">Read more on Last.fm</a>",30.0,320.0,Course Of Empire,El Gato,Hagfish
473,Candyman,hip hop,track,Hip Hop Luv,2001,3XEGbcNbUlUi3TKwwP0TDD,"Candyman is an American rapper and record producer who was one of the many crossover rap stars of the early 1990s, although his success was extremely short-lived. He is best known for his one-hit wonder, ""Knockin Boots"". The Los Angeles rapper was featured backing Tone-Loc before he earned his own solo stint. His 1990 debut, Ain't No Shame in My Game, scored a Top Ten pop hit with ""Knockin' Boots."" The following year, he released another less successful LP for Epic, Playtime Is Over. <a href=""https://www.last.fm/music/Candyman"">Read more on Last.fm</a>",45037.0,144457.0,LL Cool J,MC Lyte,DJ Jazzy Jeff & The Fresh Prince
474,New Native,hip hop,track,Hip Hoppa,2001,0oofFyBdwT7pvJMf1uoCZh," <a href=""https://www.last.fm/music/New+Native"">Read more on Last.fm</a>",5353.0,63195.0,Rivers & Tides,Sandlotkids,LIRR
475,Jason Darling,hip hop,track,Hip Hop Hooray,2001,1inCt1VJL7z0ILXk8FyoJv," <a href=""https://www.last.fm/music/Jason+Darling"">Read more on Last.fm</a>",551.0,2990.0,The Overdubs,The Winston Solution,davide gadren
476,DJ MASTERKEY,hip hop,track,HIP HOP GENTLEMEN (feat. MUMMY-D & yamadaman),2001,47RE3QVcrbJKVEq3RDezXW,"Japanese hip hop DJ, member of the Buddha Brand. <a href=""https://www.last.fm/music/DJ+MASTERKEY"">Read more on Last.fm</a>",2478.0,31308.0,NITRO MICROPHONE UNDERGROUND,般若,ラッパ我リヤ
477,Farmers Manual,hip hop,track,Hip Hop Fusion,2001,0yj7LcVu7YthwQqnQRmhPP,"Farmers Manual (aka. farmersmanual) is an Austrian group of experimental electronic musicians consisting of Mathias Gmachl, Stefan Possert, Oswald Berthold, and Gert Brantner. The group was formed in 1995 and has released albums on Mego, Tray, and Or. A strong emphasis is put on live performances, and in 2003 Rla, a DVD-ROM containing nearly all known live recordings, was released. Farmers Manual has also made the content of this disc available on rla.web.fm. <a href=""https://www.last.fm/music/Farmers+Manual"">Read more on Last.fm</a>",4722.0,68473.0,General Magic,Hecker,Pimmon
478,Insight Innovates,hip hop,track,Hip Hop Top Gun - Instrumental,2001,3rRAo2XVHvrqFOHGFLge0K,"Andre Todman, better known by his stage name Insight, is a rapper, producer, and DJ based in Boston, Massachusetts. He is an often collaborator to other Massachusetts artists such as Edan, Count Bass D, and Mr. Lif. <a href=""https://www.last.fm/music/Insight+Innovates"">Read more on Last.fm</a>",1280.0,11545.0,Raw Poetic,Diamond & The Psychotic Neurotics,Intelligent Hoodlum
479,Anacron,hip hop,track,Hip Hop Is...,2001,2ChkotqWctZMTtChTiNJ5r,"Quintessential music producer, composer/arranger, multi-instrumentalist, DJ, & break-dancer. Defining versatile, his music touches people of all types, inspiring awe with his amazing performances. Recognized by many, and having collaborated with some of the most well-known and legendary names in underground hip-hop; Anacron maintains a thick catalog built on a lengthy and successful, yet quiet and unassuming history in the music industry. Comfortably celebrating his ""UNFAMOUS"" status <a href=""https://www.last.fm/music/Anacron"">Read more on Last.fm</a>",3793.0,24208.0,Mr. Complex,L.A. Symphony,Saafir
480,Lumino,hip hop,track,Hip Hop Analiz? - Skit,2001,56t6uMUZZmIZiXTlD2AC2i,"Lumino (Mongolian: Люмино) is a famous Hip-Hop band from Mongolia founded in 2000. Their music is dance-friendly and often melodic, with frequent contributions by external vocalists. Like most Mongolian bands, they like to include elements of traditional Mongolian music into their songs. The creation of the band was inspired by a person named ""Jason"" who had worked as an English teacher in Mongolia in 1996 and 1997. Besides giving language lessons, he also introduced his students to Hip-Hop music. <a href=""https://www.last.fm/music/Lumino"">Read more on Last.fm</a>",1830.0,26398.0,Tatar,Ice Top,Rokit Bay
481,Remedy,hip hop,track,Hip Hop Music,2001,1nk5YaMYYMhN5QHzVf64T1,"There is more than one artist with this name: 1. Remedy is a rapper from Staten Island, NY, and part of the Wu-Tang Killa Beez. 2. Remedy were a rock band from the UK. They have now renamed themselves The Karma Heart. 3. Oldschool Hardcore Punk band from Katowice, Poland 4. Serbian Hard Rock bend from Obrenovac and Belgrade. They have 3 songs released. 5. A rock band from Finland. 6. A modern melodic rock band formed in Stockholm --==-- 1. After emerging with the “Seen it All”/“Everything is Real” 12-inch single <a href=""https://www.last.fm/music/Remedy"">Read more on Last.fm</a>",39507.0,221727.0,Wu-Tang Clan,Bronze Nazareth,Method Man
482,Cenospecies,hip hop,track,Hip Hop,2001,6uvMee0g2covq52aE7IEAg,"Cenospecies was an independent hip-hop group from Minneapolis, MN. The group consisted of MCs P.O.S. and Syst, and DJ Turbo Nemesis. They released one album, called Indefinition, in 2001. After breaking up in 2002, the City Pages, a weekly alternative newspaper in the Twin Cities, named Cenospecies ""Best Band To Break Up In The Past 12 Months."" P.O.S. went on to start a crew called Doomtree, and has released two solo records on Rhymesayers Entertainment. Turbo Nemesis is still his DJ in Doomtree. <a href=""https://www.last.fm/music/Cenospecies"">Read more on Last.fm</a>",822.0,25312.0,Mike Mictlan and Lazerbeak,Turbo Nemesis,Mel Gibson and the Pants
483,Nash Music Library,hip hop,track,HIP HOP PORTABLE SHRINE,2001,0A0pCUXNRqwex4xL7JvTEl,"Since its founding in 1983, Nash Music Library has focused on in-house production of original music, consolidating and managing all rights, and licensing ""completely royalty-free"" that is easy for users to use. After hearing the voices of the video production scene, which is plagued by complicated and complex music rights processing, Nash Music Library founder Masanari Nashgi started producing a music library ""for use"" based on the concept of a ""completely royalty-free"" license agreement optimized for business use. <a href=""https://www.last.fm/music/Nash+Music+Library"">Read more on Last.fm</a>",4688.0,79769.0,Klang Ruler,Shinobu Kawashima,NIYARI計画
484,Hukedicht,hip hop,track,Hip Hop Girl,2001,3fODcaFamyQGWe86qZUKj0," <a href=""https://www.last.fm/music/Hukedicht"">Read more on Last.fm</a>",118.0,2561.0,Admiral James T.,snotty cheekbones,The Peepshows
485,거리의 시인들,hip hop,track,Hip Hop,2001,4prbpArtRXSAbWjLy2AfeG,"Korean Rapper <a href=""https://www.last.fm/music/%EA%B1%B0%EB%A6%AC%EC%9D%98+%EC%8B%9C%EC%9D%B8%EB%93%A4"">Read more on Last.fm</a>",298.0,7973.0,김경호,이적,양동근
486,Carl McDaniel,hip hop,track,Hip Hop Jazz Junky,2001,4pNu1kYDIHDSVy8NqyP9yG," <a href=""https://www.last.fm/music/Carl+McDaniel"">Read more on Last.fm</a>",6.0,8.0,,,
487,Yener,hip hop,track,Hip Hop Sanat,2001,2zOuDXRoqtVWIzPoEi7T4F," <a href=""https://www.last.fm/music/Yener"">Read more on Last.fm</a>",2846.0,20138.0,Yener Çevik,Dr. Fuchs,Defkhan
488,Boyz R Us,hip hop,track,Hip Hop - Takku Terima,2001,2mg0YLIVduSNQ2REXYGuxx," <a href=""https://www.last.fm/music/Boyz+R+Us"">Read more on Last.fm</a>",115.0,386.0,Houze Bandits,Max K. vs. Killer Puppy,DJ X Face
489,Akream,hip hop,track,Hip Hop Hustle,2001,0Omqo1WMkK7CjvzK9olV2C," <a href=""https://www.last.fm/music/Akream"">Read more on Last.fm</a>",90.0,971.0,Soulcrate Music,Kanser,Josh Boots
490,South Coast Coalition,hip hop,track,Hip Hop,2001,0Z68BM0N18YbKa9B9ECKR6," <a href=""https://www.last.fm/music/South+Coast+Coalition"">Read more on Last.fm</a>",267.0,1622.0,Lil Cali,Haystak,Jay’Ton
491,Les Dorothée,hip hop,track,Hip Hop,2001,0RGC2ql05FwqfhNPrswOOu," <a href=""https://www.last.fm/music/+noredirect/Les+Doroth%C3%A9e"">Read more on Last.fm</a>",142.0,3379.0,Xavier Caféïne,400 Lapins,Rudy Caya
492,Hosté odjinud,hip hop,track,Hip hop,2001,5Rp3Zok9Uj2RTZcRlaVKF4," <a href=""https://www.last.fm/music/+noredirect/HOST%C3%89+ODJINUD"">Read more on Last.fm</a>",17.0,875.0,,,
493,Stetsasonic,hip hop,track,The Hip Hop Band - Interlude,2001,605emQafQLc3ooNVLIh2MQ,"Stetsasonic was an American hip hop group formed in 1981 in Brooklyn, New York. They are remembered as one of the first hip hop crews to use a live band, and their positive, uplifting lyrics have made the group forerunners of alternative hip hop and jazz rap. The members are Prince Paul, Wise, DBC (the Devastating Beat Creator), Daddy-O, Delite, Bobby Simmons, and Fruitkwan aka Frukwan. Originally, the group was known as the Stetson Brothers, but they changed their name to Stetsasonic for their debut <a href=""https://www.last.fm/music/Stetsasonic"">Read more on Last.fm</a>",110400.0,549054.0,Heavy D & The Boyz,Boogie Down Productions,Just-Ice
494,LITTLE TEMPO,hip hop,track,SPASHIE&POKUBEH - HIP HOP,2001,3coJsFvqrMVDWtlS2iZffL,"Little Tempo was formed by art students in 1992 and has since evolved to become one of the most popular bands on the Tokyo club scene. They have worked with artists such as Linton Kwesi Johnson, Buffalo Daughter, Brixton's Funky Fresh Four, Rico Rodriguez & the Aswad horn section on previous releases. Little Tempo plays regularly at major festivals like Mt Fuji Rock & Rising Sun. The group was invitied by Lee Perry to perform at 2006's Meltdown festival in London. http://www.littletempo.com/ <a href=""https://www.last.fm/music/Little+Tempo"">Read more on Last.fm</a>",14345.0,245151.0,Dry & Heavy,Mute Beat,TOKYO No.1 SOUL SET
495,U-Rush (Yuri Mamchur),hip hop,track,Hip-Hop?,2001,36fGLita19WSmDNXzxBE57," <a href=""https://www.last.fm/music/U-Rush+(Yuri+Mamchur)"">Read more on Last.fm</a>",6.0,45.0,,,
496,Heaven Street Seven,hip hop,track,Hip-Hop Mjúzik - Live,2001,7AvR8iiyS1SiahRe8GistS,"Popular indie/britpop band of Hungary. After several years of planning, and playing acoustic teahouse gigs, as well as several ametuer demo recordings made in the girls showers at the college, the band known as Heaven Street Seven came into being in 1995. The founding members of the band are Krisztián Szucs and Robert Németh, who were college classmates in the city of Esztergom. Soon Gyula Orbán and Endre Kiss joined the band as well (both former members of the Paks based band Houdinis). <a href=""https://www.last.fm/music/Heaven+Street+Seven"">Read more on Last.fm</a>",13362.0,533012.0,Kiscsillag,hiperkarma,30Y
497,Nishto,hip hop,track,Hip-hop rhythm,2001,2znjGlY4RnD6KQl5cymBKx," <a href=""https://www.last.fm/music/nishto"">Read more on Last.fm</a>",133.0,786.0,НИШТО!,X-Team,Upsurt
498,プチ・キャラット(沢城みゆき),hip hop,track,HIP-HOP★ベジタブル,2001,7dhdinLYo0DjbndFRyUHOs," <a href=""https://www.last.fm/music/%E3%83%97%E3%83%81%E3%83%BB%E3%82%AD%E3%83%A3%E3%83%A9%E3%83%83%E3%83%88(%E6%B2%A2%E5%9F%8E%E3%81%BF%E3%82%86%E3%81%8D)"">Read more on Last.fm</a>",472.0,4560.0,ミルフィーユ・桜葉(新谷良子),デ・ジ・キャラット(真田アサミ),フォルテ・シュトーレン(山口眞弓)
499,Da Mathafonkiest,hip hop,track,Hip-Hop,2001,564QhoNmi8myGBRQrQsTpP," <a href=""https://www.last.fm/music/Da+Mathafonkiest"">Read more on Last.fm</a>",10.0,143.0,Sondkalle,Frank T,Magnatiz
500,Bad B. Альянс,hip hop,track,Hip-Hop Info - Микс LA,2001,3ZVWf2zQpsGyl3hZY10KMJ,"Летом 1989 года в город Санкт-Петербург приехал поступать в Университет Гуманитарных Наук ШеFF. Там он встретился с LAем, они хорошенько попили питерского пивка и решили создать танцевальную группу, которая способна была бы убрать всех в стране по брейкдансу. <a href=""https://www.last.fm/music/+noredirect/Bad+B.+%D0%90%D0%BB%D1%8C%D1%8F%D0%BD%D1%81"">Read more on Last.fm</a>",5118.0,32076.0,Detsl aka Le Truk,Bad Balance,Шеff
501,Poverty,hip hop,track,Hip-Hop These Days,2001,0wydkg8UhCr6Oukg62OIuv,"Thomas Joseph Abate III (born August 20, 1983/1978(wikipedia), in Methuen, Massachusetts) is a hip-hop performing artist and actor from the New England area. As a minor Thommy was dragged around the east coast sleeping in shelters with his drug addicted mother whom prostituted and sold drugs to support them. Eventually settling in Portland, Maine he quickly gained popularity among the disconnected youth and in 1999 began performing at local hip-hop clubs as Poverty and releasing promotional CDs. <a href=""https://www.last.fm/music/Poverty"">Read more on Last.fm</a>",836.0,10168.0,Tonedeff,Virtuoso,Brotha Soul
502,Yosumi,hip hop,track,Hip-Hop Connection PT. 2 (skit),2001,4HVYQ9Ze0miafDbW5Wjd2Y," <a href=""https://www.last.fm/music/Yosumi"">Read more on Last.fm</a>",881.0,9768.0,YACA IN DA HOUSE,yaca,[ahi:]
503,MR SALEK,hip hop,track,Hip-Hop Non Stop,2001,3A2ii26OVgBgVV6X1oTfpp," <a href=""https://www.last.fm/music/Mr+Salek"">Read more on Last.fm</a>",4.0,42.0,,,
504,Maxwell Price,hip hop,track,Hip-Hop Masquerade,2001,6n6klX7EIjQWdBXkDcNyZd," <a href=""https://www.last.fm/music/Maxwell+Price"">Read more on Last.fm</a>",32.0,72.0,,,
505,Total Devastation,hip hop,track,The Hip-Hop Shit,2001,2Stv3Hmlsd8rxjugses7ty,"There are two artists with the name Total Devastation: 1. Total Devastation is a hip hop group from San Francisco. The group's album releases include the self-titled ""Total Devastation"" (1993) and ""The Stone Age"" (1999). They're best known for their single ""Many Clouds of Smoke"" from their debut album. Their lyrics glorify marijuana usage and promote the legalization of marijuana in America. 2. Total Devastation is an industrial death metal band from Karhula, Finland. They were formed in 1998. <a href=""https://www.last.fm/music/Total+Devastation"">Read more on Last.fm</a>",9904.0,164176.0,Deathbound,Dauntless,Atakhama
506,Junior C.,hip hop,track,Until I Met Him,2001,7hUPBQGR666FtJKy7CkZLA," <a href=""https://www.last.fm/music/+noredirect/Junior+C."">Read more on Last.fm</a>",17.0,63.0,Katalys Crew,Stitchie,Troy Genius
507,Da Crew,hip hop,track,Hiphop Beginner Class (4 Beginners),2001,4rZ652DdqI6n3mRqNwoScD,"Profile: Rap group from Germany. Members: MC Drug, Murda Ron, Sady K <a href=""https://www.last.fm/music/Da+Crew"">Read more on Last.fm</a>",158.0,2946.0,UMC/UW,Deegie,Infinite Flow
508,Speedy,hip hop,track,Kwenzenjani (feat. Hip Hop Pantsula),2001,1XhwOx78BMzU836bXYXWgk,"There have been several artists called Speedy. 1. A British indie-pop band who had a hit with the song ""Boy Wonder"" in 1996. 2. A Puerto Rican Reggaeton artist. 3. A Soca artist best known for the track ""Hold Ya Bam 4. A dubstep artist. 5. One of the four members of the Memphis, TN based underground hip hop group 'House of Repz'. <a href=""https://www.last.fm/music/Speedy"">Read more on Last.fm</a>",37633.0,193161.0,Johnny Prez,Angel Doze,Cheka
509,"Christafari, Youth Exodus & Stitchie",hip hop,track,Raggamuffin Hip Hop,2001,5OE19XJTWDsc49P2CGk7Xn," <a href=""https://www.last.fm/music/Christafari,+Youth+Exodus+&+Stitchie"">Read more on Last.fm</a>",16.0,36.0,Junior C,Christafari,
510,MC Sniper,hip hop,track,솔아 솔아 푸르른 솔아,2001,29vYwGoJ1APsm59k8sY2Uj,"Recording artist and founder of underground hip-hop crew Buddha Baby, MC Sniper is considered a controversial and influential musician in South Korea. He Debuted in 2002 with the album ""So Sniper..."" and immediately became recognized for acrid lyrics that challenged economic, governmental, and societal conditions. His backdrop: a powerful mixture of hip-hop and traditional Korean music. He is credited with discovering and producing 배치기 (Baechigi), a hip-hop group whose popularity is now exponentially increasing. <a href=""https://www.last.fm/music/MC+Sniper"">Read more on Last.fm</a>",10156.0,285492.0,배치기,CB Mass,드렁큰 타이거
